"","start_date","first_ccy_pair","d_xrate","d_new_users","fitted","new_users_1","new_users","Expected new users","Over/under"
"1251",2015-06-22,"USD > INR",-0.00607808470680726,-0.374223602484472,-0.471048936820571,644,403,341,0.181818181818182
"1252",2015-06-29,"EUR > GBP",-0.00376874348488498,0.0445304937076476,-0.0268963701298706,1033,1079,1005,0.0736318407960199
"1253",2015-06-29,"EUR > INR",-0.0117446364412865,0.416382252559727,0.249931477323936,293,415,366,0.133879781420765
"1254",2015-06-29,"EUR > USD",-0.0109648565547735,0.321523178807947,0.293644761513191,302,399.1,391,0.0207161125319695
"1255",2015-06-29,"GBP > EUR",0.00375633690982746,0.0528040786598689,0.0212356822315777,2746,2891,2804,0.0310271041369472
"1256",2015-06-29,"GBP > INR",-0.00801411702840893,0.182509505703422,-0.0770871145970818,526,622,485,0.282474226804124
"1257",2015-06-29,"GBP > HUF",0.0127536138151709,0.0639269406392695,-0.0242411285384815,219,233,214,0.0887850467289719
"1258",2015-06-29,"GBP > USD",-0.00727058717008466,-0.0465014577259475,-0.126185481171315,343,327.05,300,0.0901666666666667
"1259",2015-06-29,"other",NA,0.13132213800961,NA,NA,3425.7,3425.7,0
"1260",2015-06-29,"USD > INR",-0.000765334702327092,0.00818858560794045,-0.702145896572381,403,406.3,120,2.38583333333333
"1261",2015-07-06,"EUR > GBP",0.00708306503541545,-0.0657553290083411,0.0500209293275361,1079,1008.05,1133,-0.110282436010591
"1262",2015-07-06,"EUR > INR",-0.00615661269482259,-0.334939759036145,-0.152803464100451,415,276,352,-0.215909090909091
"1263",2015-07-06,"EUR > USD",-0.00420076307439321,-0.253319969932348,-0.108922851541435,399.1,298,356,-0.162921348314607
"1264",2015-07-06,"GBP > EUR",-0.00704846708518003,-0.157039086821169,0.0403064503719474,2891,2437,3008,-0.189827127659574
"1265",2015-07-06,"GBP > HUF",-0.0043320564923518,-0.00429184549356221,0.142711462345423,233,232,266,-0.12781954887218
"1266",2015-07-06,"GBP > INR",-0.0132013485947156,-0.413183279742765,-0.0836458320603913,622,365,570,-0.359649122807018
"1267",2015-07-06,"GBP > USD",-0.0112456905200562,-0.0307292462926159,0.0866340885509447,327.05,317,355,-0.107042253521127
"1268",2015-07-06,"USD > INR",-0.00197603986931161,-0.0936500123061778,-0.238538192668261,406.3,368.25,309,0.191747572815534
"1269",2015-07-06,"other",NA,-0.0843331289955337,NA,NA,3136.8,3136.8,0
"1270",2015-07-13,"EUR > GBP",-0.0142063618925832,-0.0912653142205248,-0.153852318882704,1008.05,916.05,853,0.073915592028136
"1271",2015-07-13,"EUR > INR",-0.00860754480749293,-0.344202898550725,-0.52787296671862,276,181,130,0.392307692307692
"1272",2015-07-13,"EUR > USD",-0.00855307291397922,-0.144295302013423,-0.133442910280202,298,255,258,-0.0116279069767442
"1273",2015-07-13,"GBP > EUR",0.0145851207255792,0.312310217480509,0.191350867544542,2437,3198.1,2903,0.101653461935928
"1274",2015-07-13,"GBP > HUF",-0.0015169778096239,-0.0172413793103449,-0.0661702162511408,232,228,217,0.0506912442396312
"1275",2015-07-13,"GBP > INR",0.0058056983180983,0.0986301369863014,-0.483867516096539,365,401,188,1.13297872340426
"1276",2015-07-13,"GBP > USD",0.00586667158630738,-0.0189274447949527,-0.136640570378604,317,311,274,0.135036496350365
"1277",2015-07-13,"other",NA,0.0599974496301963,NA,NA,3325,3325,0
"1278",2015-07-13,"USD > INR",-3.97028154033308e-05,0.426069246435845,-0.174766562382016,368.25,525.15,304,0.727467105263158
"1279",2015-07-20,"EUR > GBP",-0.00522934106248862,0.129905572839911,0.108544998093552,916.05,1035.05,1015,0.0197536945812808
"1280",2015-07-20,"EUR > INR",-0.001454203978975,0.353591160220994,0.000102338530670346,181,245,181,0.353591160220994
"1281",2015-07-20,"EUR > USD",-0.0061676187006362,0.255098039215686,0.0346035708892832,255,320.05,264,0.212310606060606
"1282",2015-07-20,"GBP > EUR",0.00514415720383354,-0.163862918607923,-0.237350177892263,3198.1,2674.05,2439,0.0963714637146371
"1283",2015-07-20,"GBP > HUF",0.00298016854530392,-0.0570175438596491,-0.0774445890914052,228,215,210,0.0238095238095237
"1284",2015-07-20,"GBP > INR",0.00378657651601366,0.117331670822943,-0.161201684279197,401,448.05,336,0.333482142857143
"1285",2015-07-20,"GBP > USD",-0.000935393644825533,0.106109324758842,0.0707257114676582,311,344,333,0.0330330330330331
"1286",2015-07-20,"USD > INR",0.00470948228857027,0.879653432352661,0.348922771529055,525.15,987.1,708,0.394209039548023
"1287",2015-07-20,"other",NA,0.021157894736842,NA,NA,3395.35,3395.35,0
"1288",2015-07-27,"EUR > GBP",0.00753886591006325,0.0608183179556543,-0.0454594246365607,1035.05,1098,988,0.111336032388664
"1289",2015-07-27,"EUR > INR",0.0150822007929619,0.697959183673469,0.191018964657914,245,416,292,0.424657534246575
"1290",2015-07-27,"EUR > USD",0.00886369289988087,0.181065458522106,0.031890473386287,320.05,378,330,0.145454545454546
"1291",2015-07-27,"GBP > EUR",-0.00751149258365313,0.10321547216144,0.1092079401836,2674.05,2950.0533333333,2966,-0.00537648909868504
"1292",2015-07-27,"GBP > HUF",-0.00790425681257556,0.195348837209302,0.138871294583573,215,257,245,0.0489795918367346
"1293",2015-07-27,"GBP > INR",0.0074487879597116,1.09206185605892,0.726864227786183,448.05,937.3483146072,774,0.211044334117829
"1294",2015-07-27,"GBP > USD",0.00125753834574027,0.372093023255814,0.303588807156331,344,472,448,0.0535714285714286
"1295",2015-07-27,"USD > INR",0.00618012028376835,-0.342261844460237,-0.973122845638371,987.1,649.2533333333,27,23.0464197530852
"1296",2015-07-27,"other",NA,0.0861047896198921,NA,NA,3687.7058974359,3687.7058974359,0
"1297",2015-08-03,"EUR > GBP",-0.00511638253554159,0.0292083756468124,0.129067952998917,1098,1130.0707964602,1240,-0.0886525834998387
"1298",2015-08-03,"EUR > INR",-0.00888178000504791,-0.324519230769231,0.0512697166448875,416,281,437,-0.356979405034325
"1299",2015-08-03,"EUR > USD",-0.00611243770764114,-0.105524431994974,0.102417852293846,378,338.1117647059,417,-0.189180420369544
"1300",2015-08-03,"GBP > EUR",0.00514647264801149,-0.0463687576687433,-0.0258007395454704,2950.0533333333,2813.2630252101,2874,-0.0211332549721295
"1301",2015-08-03,"GBP > HUF",0.00410987421284181,-0.155642023346304,-0.0760335372805743,257,217,237,-0.0843881856540084
"1302",2015-08-03,"GBP > INR",-0.00378378277747293,-0.492184503260701,-0.0386767761384713,937.3483146072,476,901,-0.471698113207547
"1303",2015-08-03,"GBP > USD",-0.000990099009900991,-0.0993658098552966,0.0618616826217699,472,425.0993377483,501,-0.151498327847705
"1304",2015-08-03,"other",NA,0.0785222510289225,NA,NA,3977.2728656352,3977.2728656352,0
"1305",2015-08-03,"USD > INR",-0.00280775576140024,-0.320044672234635,-0.393791780728023,649.2533333333,441.4632630694,394,0.120465134693909
"1306",2015-08-10,"EUR > GBP",0.0106715993170177,0.0518163703476981,-0.184905319077006,1130.0707964602,1188.6269633687,921,0.290583022115852
"1307",2015-08-10,"EUR > INR",0.0223105705215174,2.0627881626306,1.2166287493713,281,860.6434736992,623,0.381450198554093
"1308",2015-08-10,"EUR > USD",0.0114905007507997,0.118090768285837,-0.0667475540575639,338.1117647059,378.0396427665,316,0.196327983438291
"1309",2015-08-10,"GBP > EUR",-0.0106016645416486,-0.175334840997763,-0.375367436565295,2813.2630252101,2320,1757,0.320432555492316
"1310",2015-08-10,"GBP > HUF",-0.00497916863518277,-0.032258064516129,-0.210267489757147,217,210,171,0.228070175438597
"1311",2015-08-10,"GBP > INR",0.0114559873684277,2.2514672061605,1.48497534575071,476,1547.6983901324,1183,0.308282662833812
"1312",2015-08-10,"GBP > USD",0.000780016885071344,-0.051986290699387,-0.165957065482664,425.0993377483,403,355,0.135211267605634
"1313",2015-08-10,"other",NA,0.0407267742419353,NA,NA,4139.2543597325,4139.2543597325,0
"1314",2015-08-10,"USD > INR",0.0106615595971602,3.38473844153256,1.85922539349652,441.4632630694,1935.7009401048,1262,0.533835927182884
"1315",2015-08-17,"EUR > GBP",0.00353975181512833,0.0285440761750377,0.0777491376264226,1188.6269633687,1222.5552219548,1281,-0.0456243388330992
"1316",2015-08-17,"EUR > INR",0.0241523759523445,-0.15192650274032,-0.0543744756840532,860.6434736992,729.8889206338,814,-0.103330564331941
"1317",2015-08-17,"EUR > USD",0.00884270315626412,0.00586466380212247,-0.0357292779560308,378.0396427665,380.2567181752,365,0.0417992278772603
"1318",2015-08-17,"GBP > EUR",-0.00343984332984948,0.0215377319523706,0.058150619235488,2320,2369.9675381295,2455,-0.034636440680448
"1319",2015-08-17,"GBP > HUF",-0.00265713004175538,-0.162909357429524,-0.127153532376017,210,175.7890349398,183,-0.0394041806568307
"1320",2015-08-17,"GBP > INR",0.0205179449054471,-0.339243098881161,-0.060904795488872,1547.6983901324,1022.6523921305,1453,-0.296178670247419
"1321",2015-08-17,"GBP > USD",0.00526330267658204,0.121370137242432,0.101757900928153,403,451.9121653087,444,0.0178201921367118
"1322",2015-08-17,"USD > INR",0.015181726129756,-0.180742618286975,-0.20806766628931,1935.7009401048,1585.8372839697,1533,0.0344665909782778
"1323",2015-08-17,"other",NA,0.0608653229738174,NA,NA,4391.1914132084,4391.1914132084,0
"1324",2015-08-24,"EUR > GBP",0.0238090466360703,0.1857032739236,0.0139373324522921,1222.5552219548,1449.5877292242,1240,0.169022362277581
"1325",2015-08-24,"EUR > INR",0.030460028123922,0.682604553783424,0.06458604405558,729.8889206338,1228.1144216145,777,0.580584841202703
"1326",2015-08-24,"EUR > USD",0.0181317978246962,0.308808598348279,0.183757069224129,380.2567181752,497.6832623274,450,0.105962805172
"1327",2015-08-24,"GBP > EUR",-0.0233169062843644,0.17702566669121,0.203351737130905,2369.9675381295,2789.5126216034,2852,-0.0219100204756661
"1328",2015-08-24,"GBP > HUF",-0.0127098402161601,0.289126098742196,0.18220042063652,175.7890349398,226.6142328136,208,0.0894915039115385
"1329",2015-08-24,"GBP > INR",0.00654611035289543,0.197734685648294,-0.272816597993104,1022.6523921305,1224.8662414159,744,0.646325593300941
"1330",2015-08-24,"GBP > USD",-0.00550939059207711,0.0453656840839758,-0.0667236953517536,451.9121653087,472.4134698338,422,0.119463198658294
"1331",2015-08-24,"USD > INR",0.0121268552950053,-0.105651333407861,-0.893070987408151,1585.8372839697,1418.2914603504,170,7.34289094323765
"1332",2015-08-24,"other",NA,0.207421695920904,NA,NA,5302.0197832494,5302.0197832494,0
"1333",2015-08-31,"EUR > GBP",-0.00299500831946753,-0.904007629425871,-0.201489659513345,1449.5877292242,139.1493624834,1158,-0.879836474539378
"1334",2015-08-31,"EUR > INR",-0.0152435440780238,-0.946107878879322,0.372179812135955,1228.1144216145,66.1856911597,1685,-0.96072065806546
"1335",2015-08-31,"EUR > USD",-0.014490932170372,-0.914845064303528,-0.206415326344829,497.6832623274,42.3801862007,395,-0.892708389365316
"1336",2015-08-31,"GBP > EUR",0.00301807718771485,-0.904648100602028,-0.287366778633832,2789.5126216034,265.9853268645,1988,-0.866204563951459
"1337",2015-08-31,"GBP > HUF",0.0018738755876524,-0.853385402802882,-0.156971003630793,226.6142328136,33.2249544631,191,-0.826047358831937
"1338",2015-08-31,"GBP > INR",-0.0122443741737408,-0.932242290676685,0.275064053606043,1224.8662414159,82.9941307458,1562,-0.946866753683867
"1339",2015-08-31,"other",NA,-0.903589169397248,NA,NA,511.1721311753,511.1721311753,0
"1340",2015-08-31,"GBP > USD",-0.0115109101415245,-0.916434572166013,-0.193657927370358,472.4134698338,39.4774337212,381,-0.896384688395801
"1341",2015-08-31,"USD > INR",-0.000713842093172601,-0.932323270958153,0.130662012726694,1418.2914603504,95.9853268645,1604,-0.940158773775249
